#STORY EVENTS#;;;;;;;;;;;;;;x;
EVTNAME_rexteut_1001;Adelaide of Italy;Adelaide of Italy;Adelaide of Italy;;Adelaide of Italy;;;;;;;;;x;
EVTDESCA_rexteut_3021;Hussites have taken up arms in [Root.GetName], seeking to overthrow the Catholic authorities and set up a status quo that favours their heretical beliefs!;Hussites have taken up arms in [Root.GetName], seeking to overthrow the Catholic authorities and set up a status quo that favours their heretical beliefs!;Hussites have taken up arms in [Root.GetName], seeking to overthrow the Catholic authorities and set up a status quo that favours their heretical beliefs!;;Hussites have taken up arms in [Root.GetName], seeking to overthrow the Catholic authorities and set up a status quo that favours their heretical beliefs!;;;;;;;;;x;
EVTDESCB_rexteut_3021;More Hussites have risen up in [Root.GetName], hoping to join their comrades already fighting against the Catholic authorities!;More Hussites have risen up in [Root.GetName], hoping to join their comrades already fighting against the Catholic authorities!;More Hussites have risen up in [Root.GetName], hoping to join their comrades already fighting against the Catholic authorities!;;More Hussites have risen up in [Root.GetName], hoping to join their comrades already fighting against the Catholic authorities!;;;;;;;;;;
EVTOPTA_rexteut_3021;Accursed heretics!;Accursed heretics!;Accursed heretics!;;Accursed heretics!;;;;;;;;;;
EVTDESC_rexteut_3023;After being defeated in battle, the Hussites have found their position collapsing in certain areas. Some are recanting their beliefs and returning to the Catholic fold, while others are retreating back to their strongholds, abandoning their previous gains to the Catholic authorities;After being defeated in battle, the Hussites have found their position collapsing in certain areas. Some are recanting their beliefs and returning to the Catholic fold, while others are retreating back to their strongholds, abandoning their previous gains to the Catholic authorities;After being defeated in battle, the Hussites have found their position collapsing in certain areas. Some are recanting their beliefs and returning to the Catholic fold, while others are retreating back to their strongholds, abandoning their previous gains to the Catholic authorities;;After being defeated in battle, the Hussites have found their position collapsing in certain areas. Some are recanting their beliefs and returning to the Catholic fold, while others are retreating back to their strongholds, abandoning their previous gains to the Catholic authorities;;;;;;;;;x;
EVTOPTA_rexteut_3023;Great, but there's still work to be done;Great, but there's still work to be done;Great, but there's still work to be done;;Great, but there's still work to be done;;;;;;;;;x;
EVTDESC_rexteut_3024;The ongoing conflict has done little to stem the tide of Hussite preaching, and sure enough more and more people are falling sway to their teachings. Another province in Bohemia has become a stronghold for Hussites, and while it is within our power to attempt to rectify this, doing so will inevitably cause the populace to rise up against us.;The ongoing conflict has done little to stem the tide of Hussite preaching, and sure enough more and more people are falling sway to their teachings. Another province in Bohemia has become a stronghold for Hussites, and while it is within our power to attempt to rectify this, doing so will inevitably cause the populace to rise up against us.;The ongoing conflict has done little to stem the tide of Hussite preaching, and sure enough more and more people are falling sway to their teachings. Another province in Bohemia has become a stronghold for Hussites, and while it is within our power to attempt to rectify this, doing so will inevitably cause the populace to rise up against us.;;The ongoing conflict has done little to stem the tide of Hussite preaching, and sure enough more and more people are falling sway to their teachings. Another province in Bohemia has become a stronghold for Hussites, and while it is within our power to attempt to rectify this, doing so will inevitably cause the populace to rise up against us.;;;;;;;;;x;
EVTOPTA_rexteut_3024;Attempt to suppress the heretics;Attempt to suppress the heretics;Attempt to suppress the heretics;;Attempt to suppress the heretics;;;;;;;;;x;
EVTOPTB_rexteut_3024;Leave them be for now;Leave them be for now;Leave them be for now;;Leave them be for now;;;;;;;;;x;
EVTNAME_rexteut_3025;Hussites on the run!;Hussites on the run!;Hussites on the run!;;Hussites on the run!;;;;;;;;;x;
EVTDESC_rexteut_3025;After much bloodshed, the Hussites are finding their position increasingly tenuous. Defeat after defeat at the hands of the Catholic establishment has meant that their numbers are severely dwindling, and it's obvious that they can no longer offer any meaningful resistance to the unstoppable army of the Catholic faithful.;After much bloodshed, the Hussites are finding their position increasingly tenuous. Defeat after defeat at the hands of the Catholic establishment has meant that their numbers are severely dwindling, and it's obvious that they can no longer offer any meaningful resistance to the unstoppable army of the Catholic faithful.;After much bloodshed, the Hussites are finding their position increasingly tenuous. Defeat after defeat at the hands of the Catholic establishment has meant that their numbers are severely dwindling, and it's obvious that they can no longer offer any meaningful resistance to the unstoppable army of the Catholic faithful.;;After much bloodshed, the Hussites are finding their position increasingly tenuous. Defeat after defeat at the hands of the Catholic establishment has meant that their numbers are severely dwindling, and it's obvious that they can no longer offer any meaningful resistance to the unstoppable army of the Catholic faithful.;;;;;;;;;x;
EVTOPTA_rexteut_3025;Good riddance!;Good riddance!;Good riddance!;;Good riddance!;;;;;;;;;x;
EVTNAME_rexteut_3026;Hussites on the rise!;Hussites on the rise!;Hussites on the rise!;;Hussites on the rise!;;;;;;;;;x;
EVTDESC_rexteut_3026;After much bloodshed, the Catholics of Bohemia are finding their position increasingly tenuous. Despite their best efforts, the Hussite heresy has spread like wildfire, with the majority of the Bohemian populace following Hus' words. With the heretics so deeply entrenched in Bohemia, it may well be that the only way to end the conflict is to accept their demands...;After much bloodshed, the Catholics of Bohemia are finding their position increasingly tenuous. Despite their best efforts, the Hussite heresy has spread like wildfire, with the majority of the Bohemian populace following Hus' words. With the heretics so deeply entrenched in Bohemia, it may well be that the only way to end the conflict is to accept their demands...;After much bloodshed, the Catholics of Bohemia are finding their position increasingly tenuous. Despite their best efforts, the Hussite heresy has spread like wildfire, with the majority of the Bohemian populace following Hus' words. With the heretics so deeply entrenched in Bohemia, it may well be that the only way to end the conflict is to accept their demands...;;After much bloodshed, the Catholics of Bohemia are finding their position increasingly tenuous. Despite their best efforts, the Hussite heresy has spread like wildfire, with the majority of the Bohemian populace following Hus' words. With the heretics so deeply entrenched in Bohemia, it may well be that the only way to end the conflict is to accept their demands...;;;;;;;;;x;
